code,occupation_primary,industry,state,state_name,rate,rate_type,effective_date,rating_authority,is_top_50_code,state_is_indep_bureau,state_is_monopolistic
8008,Drug Stores,retail,IL,Illinois,0.732,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8010,Furniture Stores,retail,IL,Illinois,1.704,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8013,Jewelry Stores,retail,IL,Illinois,0.233,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8014,Meat & Seafood Stores,retail,IL,Illinois,0.747,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8015,Fruit & Vegetable Stores,retail,IL,Illinois,0.919,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8017,Store — retail NOC,retail,IL,Illinois,1.15,manual_rate,2026-01-01,NCCI / state rating bureau,True,False,False
8018,Store — wholesale,retail,IL,Illinois,3.261,manual_rate,2026-01-01,NCCI / state rating bureau,True,False,False
8021,Shoe Stores,retail,IL,Illinois,3.697,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8031,Liquor Stores,retail,IL,Illinois,1.63,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8032,Retail Clothing Store,retail,IL,Illinois,1.904,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8033,"Store — meat, fish, poultry dealer",retail,IL,Illinois,2.373,manual_rate,2026-01-01,NCCI / state rating bureau,True,False,False
8037,Retail Department Store,retail,IL,Illinois,1.903,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8039,Retail Hardware Store,retail,IL,Illinois,1.763,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8044,Retail Grocery Store,retail,IL,Illinois,2.596,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8045,Retail Bakery,retail,IL,Illinois,1.036,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8046,Retail Confectionery Store,retail,IL,Illinois,2.181,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8047,Retail Stationery Store,retail,IL,Illinois,0.917,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8058,Retail Florist,retail,IL,Illinois,2.203,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8072,Retail Store - Shoe,retail,IL,Illinois,0.721,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8102,"Retail Store - Meat, Fish",retail,IL,Illinois,2.09,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8103,Retail Store - Grocery,retail,IL,Illinois,2.137,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8106,Retail Store - Delicatessen,retail,IL,Illinois,4.347,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8107,Retail Store - Bakery,retail,IL,Illinois,2.977,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8111,Retail Store - Confectionery,retail,IL,Illinois,2.08,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8116,Retail Store - Florist,retail,IL,Illinois,1.98,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8203,Retail Store - Department Store,retail,IL,Illinois,6.78,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8204,Retail Store - Variety Store,retail,IL,Illinois,3.341,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8209,Retail Store - Discount Store,retail,IL,Illinois,4.084,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8215,Retail Store - Mail Order,retail,IL,Illinois,2.7,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8227,Retail Store - Auto Parts,retail,IL,Illinois,4.662,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8232,Retail Store - Tire,retail,IL,Illinois,4.268,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8233,Retail Store - Farm Machinery,retail,IL,Illinois,3.937,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8235,Retail Store - Building Material,retail,IL,Illinois,4.056,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8263,Retail Store - Liquor,retail,IL,Illinois,5.743,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8264,Retail Store - Beer or Wine,retail,IL,Illinois,4.384,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8265,Retail Store - Convenience Store,retail,IL,Illinois,4.262,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8279,Stevedoring - NOC,transportation,IL,Illinois,6.546,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8288,Retail Merchandise Warehousing,retail,IL,Illinois,5.321,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8291,Cotton Warehousing,agriculture,IL,Illinois,3.395,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8292,Tobacco Warehousing,agriculture,IL,Illinois,3.369,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8293,Wool Warehousing,agriculture,IL,Illinois,6.3,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8304,Trucking - NOC,transportation,IL,Illinois,5.294,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8350,Salesperson — outside,professional-services,IL,Illinois,4.718,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
8380,Automobile service or repair,auto-repair,IL,Illinois,2.442,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
8381,Bulk Mineral Trucking,transportation,IL,Illinois,1.599,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8385,Automobile garage,auto-repair,IL,Illinois,2.472,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
8392,Refrigerated Products Trucking,transportation,IL,Illinois,1.764,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8393,Chemical Trucking,transportation,IL,Illinois,1.951,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8500,Metal Scrap Dealer NOC,services,IL,Illinois,3.92,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8601,Consulting Engineers,services,IL,Illinois,0.251,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8602,Land Surveyors,services,IL,Illinois,1.045,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8603,Architects,services,IL,Illinois,0.046,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8606,Draftsmen,services,IL,Illinois,1.696,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8709 F,Stevedoring NOC,transportation,IL,Illinois,1.569,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8719,Outside Salespersons,services,IL,Illinois,1.712,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8720,Automobile Salespersons,retail,IL,Illinois,0.94,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8721,Jewelry Salespersons,retail,IL,Illinois,0.179,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8723,Furniture Salespersons,retail,IL,Illinois,0.051,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8725,Clothing Salespersons,retail,IL,Illinois,2.157,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8726 F,Retail Salespersons,retail,IL,Illinois,0.924,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8734 M,Insurance Adjusters,services,IL,Illinois,0.239,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8737 M,Property Management NOC,services,IL,Illinois,0.215,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8738 M,Residential Property Management,services,IL,Illinois,0.338,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8742,Salesperson — outside,professional-services,IL,Illinois,0.177,manual_rate,2026-01-01,NCCI / state rating bureau,True,False,False
8745,Farm Machinery Sales,retail,IL,Illinois,3.098,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8748,RV Salespersons,retail,IL,Illinois,0.395,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8755,Advertising Sales,services,IL,Illinois,0.205,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8799,Outside Sales - All Other,services,IL,Illinois,0.506,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8800,Office Clerical,office_clerical,IL,Illinois,1.933,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8803,Real Estate Clerical,services,IL,Illinois,0.025,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8805 M,Medical Office Clerical,healthcare,IL,Illinois,0.107,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8810,Clerical office,professional-services,IL,Illinois,0.079,manual_rate,2026-01-01,NCCI / state rating bureau,True,False,False
8814 M,Telemarketing Clerical,services,IL,Illinois,0.096,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8815 M,Clerical Telecommuter Employees,office_clerical,IL,Illinois,0.151,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8820,College Other Employees,education,IL,Illinois,0.055,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8824,Public Library Other Employees,services,IL,Illinois,1.551,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8826,Museum Other Employees,services,IL,Illinois,1.67,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8831,Hospital Other Employees,healthcare,IL,Illinois,0.869,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8832,Physician — non-surgical,healthcare,IL,Illinois,0.29,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
8833,Hospital — professional employees,healthcare,IL,Illinois,0.718,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
8835,Medical/Dental/Vet Professionals,healthcare,IL,Illinois,1.24,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8842,Social Service Other Employees,nonprofit,IL,Illinois,1.787,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8855,Hospice Care,healthcare,IL,Illinois,0.068,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8856,Adult Day Care,healthcare,IL,Illinois,0.336,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8864,Social Services - Professional,services,IL,Illinois,1.05,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8868,College — non-faculty,education,IL,Illinois,0.271,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
8869,Home Health Care - All Other,healthcare,IL,Illinois,0.695,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8871,Hospice Care - All Other,healthcare,IL,Illinois,0.022,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
8901,Telephone/Telegraph Companies,services,IL,Illinois,0.162,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9012,Building Operation - Theaters,hospitality,IL,Illinois,0.438,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9014,Janitorial — buildings,cleaning,IL,Illinois,2.444,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
9015,Building operations,cleaning,IL,Illinois,2.377,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
9016,Apartment/Condominium Complex,services,IL,Illinois,2.338,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9019,Building Operation - Office - All Other,services,IL,Illinois,3.829,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9033,Hotel Operations,hospitality,IL,Illinois,2.076,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9040,Hospital — all other employees,healthcare,IL,Illinois,1.98,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
9044,Restaurant Operations,restaurant,IL,Illinois,1.269,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9052,Hotel Clerical Office,office_clerical,IL,Illinois,1.851,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9058,Hotel — all other employees,hospitality,IL,Illinois,1.264,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
9060,Country Club Operations,hospitality,IL,Illinois,1.285,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9061,Country club,hospitality,IL,Illinois,1.021,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
9062,Health Club Operations,services,IL,Illinois,1.108,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9063,"YMCA, YWCA, gym",fitness,IL,Illinois,0.63,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
9077 F,Hospital Operations,healthcare,IL,Illinois,4.298,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9082,Restaurant — fast food,restaurant,IL,Illinois,1.085,advisory_rate,2026-01-01,NCCI / state rating bureau,True,False,False
9083,"Bar, Tavern, or Nightclub",hospitality,IL,Illinois,0.902,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9084,"Hotel, All Employees",hospitality,IL,Illinois,1.098,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9089,Health or Exercise Club,services,IL,Illinois,1.351,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9093,Bowling Alley,services,IL,Illinois,1.135,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9101,Public Park,services,IL,Illinois,2.388,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9102,Cemetery Operation,services,IL,Illinois,2.593,advisory_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9154,Home Health Care Services,healthcare,IL,Illinois,1.575,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9156,"Clinic, Not Otherwise Classified",healthcare,IL,Illinois,1.867,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9170,Ambulance Service,healthcare,IL,Illinois,9.419,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9178,Athletic/Health Clubs,services,IL,Illinois,4.247,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9179,Professional Sports Players,services,IL,Illinois,8.854,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9180,Sports Park Employees,services,IL,Illinois,4.045,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9182,Golf Course Operation,hospitality,IL,Illinois,1.787,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9186,Bowling Center Operation,hospitality,IL,Illinois,7.952,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9220,Cemetery Operation,services,IL,Illinois,4.112,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9402,Library Operation,education,IL,Illinois,4.114,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9403,Museums/Art Galleries,services,IL,Illinois,7.866,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9410,School Professional Staff,education,IL,Illinois,2.119,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9501,Sign Installation/Painting,construction,IL,Illinois,3.171,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9505,Sign Erection or Painting,services,IL,Illinois,3.022,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9516,Electrical Apparatus Servicing,services,IL,Illinois,2.179,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9519,Electrical Wiring - Buildings,construction,IL,Illinois,3.974,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9521,House Furnishings Installation,services,IL,Illinois,3.524,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9522,Upholstering,services,IL,Illinois,3.073,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9534,Paperhanging,construction,IL,Illinois,4.01,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9554,Chimney Construction,construction,IL,Illinois,9.58,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9586,"Barber, beauty parlor, hair stylist",beauty-salon,IL,Illinois,0.365,manual_rate,2026-01-01,NCCI / state rating bureau,True,False,False
9600,Funeral Directors,services,IL,Illinois,2.645,manual_rate,2026-01-01,NCCI / state rating bureau,False,False,False
9620,Funeral directors,professional-services,IL,Illinois,1.307,manual_rate,2026-01-01,NCCI / state rating bureau,True,False,False
Terrorism,,,IL,Illinois,0.01,loss_cost,2025-01-01,NCCI / state rating bureau,False,False,False
0005,Farm — nursery,agriculture,IN,Indiana,1.9,manual_rate,2023-01-01,Indiana Compensation Rating,True,True,False
0008,Farm - Poultry or Egg Producers,agriculture,IN,Indiana,1.94,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0016,Farm - Vegetable Growing,agriculture,IN,Indiana,3.08,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0034,Farm — poultry,agriculture,IN,Indiana,2.03,manual_rate,2023-01-01,Indiana Compensation Rating,True,True,False
0035,Farm - Grain or Seed Growing,agriculture,IN,Indiana,1.47,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0036,Farm — dairy,agriculture,IN,Indiana,2.34,manual_rate,2023-01-01,Indiana Compensation Rating,True,True,False
0037,Farm - Sugar Cane Growing,agriculture,IN,Indiana,2.39,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0042,Landscape gardening,landscaping,IN,Indiana,2.62,manual_rate,2023-01-01,Indiana Compensation Rating,True,True,False
0050,Farm - Sod Farming,agriculture,IN,Indiana,4.15,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0059 D,Farm - Custom Harvesting,agriculture,IN,Indiana,0.25,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0065 D,Farm - Hay Baling (Custom),agriculture,IN,Indiana,0.05,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0066 D,Farm - Threshing (Custom),agriculture,IN,Indiana,0.05,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0067 D,Farm - Silo Filling (Custom),agriculture,IN,Indiana,0.05,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0079,Berry and Vegetable Farming,agriculture,IN,Indiana,1.96,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0083,Flower Growing,agriculture,IN,Indiana,3.81,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0106,Potato Farming,agriculture,IN,Indiana,4.74,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0113,Sugar Beet Farming,agriculture,IN,Indiana,2.44,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0170,Farming - Aquaculture,agriculture,IN,Indiana,1.63,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0251,Silviculture,agriculture,IN,Indiana,2.21,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0401,Apiary Farm,agriculture,IN,Indiana,6.59,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0766 N,Irrigation Systems Installation,agriculture,IN,Indiana,0.26,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0771 N,Landscape Gardening,agriculture,IN,Indiana,0.22,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0908 P,Nut Farm,agriculture,IN,Indiana,118,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
0913 P,"Aquaculture, Shellfish",agriculture,IN,Indiana,306,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1005,Underground Coal Mining,mining,IN,Indiana,3.01,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1016,Surface Coal Mining,mining,IN,Indiana,8.38,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1164 D,"Stone, Sand, or Gravel Quarry",mining,IN,Indiana,1.42,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1165 D,"Stone, Sand, Gravel Processing",mining,IN,Indiana,1.4,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1320,Surface Metal Mining,mining,IN,Indiana,1.33,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1322,Metal Ore Milling or Concentrating,mining,IN,Indiana,3.6,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1430,Underground Salt Mining,mining,IN,Indiana,1.66,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1438,Stone Crushing,mining,IN,Indiana,2.24,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1452,Peat Harvesting,agriculture,IN,Indiana,1.44,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1463,Clay or Shale Digging,mining,IN,Indiana,5.86,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1472,Coal Mining - Surface,mining,IN,Indiana,1.36,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1604,Salt Mining,mining,IN,Indiana,2.39,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1624 D,Oil/Gas Wells - Drilling/Operation,mining,IN,Indiana,1.38,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1642,Gypsum Mining,mining,IN,Indiana,1.88,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1654,Phosphate Mining,mining,IN,Indiana,2.55,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1699,Mining N.O.C.,mining,IN,Indiana,1.28,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1701,Cement Manufacturing,manufacturing,IN,Indiana,1.68,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1710 D,Stone Cutting or Polishing,manufacturing,IN,Indiana,2.01,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1747,Glass Manufacturing - Flat,manufacturing,IN,Indiana,1.36,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1748,Glass Manufacturing - Other,manufacturing,IN,Indiana,4.07,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1803 D,Plaster/Plaster Board Mfg.,manufacturing,IN,Indiana,3.42,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1924,Baking & Delivery,manufacturing,IN,Indiana,1.37,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
1925,Retail Bakery,retail,IN,Indiana,1.93,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2002,Retail Meat/Fish Dealer,retail,IN,Indiana,1.69,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2003,Meat/Fish/Poultry Packing,manufacturing,IN,Indiana,2.46,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2014,Ice Cream Manufacturing,manufacturing,IN,Indiana,2.36,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2016,Milk Processing & Delivery,manufacturing,IN,Indiana,1.36,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2021,Fruit/Vegetable Canning,manufacturing,IN,Indiana,2.43,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2039,Grain Elevator Operation,agriculture,IN,Indiana,1.42,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2041,Flour Milling,manufacturing,IN,Indiana,1.95,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2065,Tea Blending/Packing,manufacturing,IN,Indiana,1.04,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2070,Brewery & Delivery,manufacturing,IN,Indiana,2.94,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2081,Distillery Operation,manufacturing,IN,Indiana,1.45,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2089,Winery Operation,manufacturing,IN,Indiana,1.69,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2095,Creamery & Dairy Products Manufacturing,manufacturing,IN,Indiana,1.96,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2105,Butter or Cheese Manufacturing,manufacturing,IN,Indiana,2.04,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2110,Grain Elevator Operation,manufacturing,IN,Indiana,1.88,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2111,Malt House Operation,manufacturing,IN,Indiana,1.21,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2112,Sugar Refining,manufacturing,IN,Indiana,2.16,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2114,Starch Manufacturing,manufacturing,IN,Indiana,1.37,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2121,Chocolate or Cocoa Manufacturing,manufacturing,IN,Indiana,0.8,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2130,Bakeries,manufacturing,IN,Indiana,1.12,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2131,Biscuit Manufacturing,manufacturing,IN,Indiana,0.86,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2143,Butter or Cheese Manufacturing,manufacturing,IN,Indiana,1.18,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2157,"Wholesale Meat, Fish, Poultry",services,IN,Indiana,2.33,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2172,Fish Curing or Packing,manufacturing,IN,Indiana,0.78,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2174,Seafood Processing - N.O.C.,manufacturing,IN,Indiana,1.42,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2211,Bakeries,manufacturing,IN,Indiana,3.82,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2220,Sugar Refining,manufacturing,IN,Indiana,1.47,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2288,"Textile Bleaching, Dyeing, Finishing",manufacturing,IN,Indiana,2.67,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2302,Wool Spinning & Weaving,manufacturing,IN,Indiana,1.01,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2305,Jute & Hemp Spinning & Weaving,manufacturing,IN,Indiana,1.25,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2361,Hosiery Mfg.,manufacturing,IN,Indiana,0.99,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2362,Knit Goods Mfg. (N.O.C.),manufacturing,IN,Indiana,1.2,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2380,Mattress & Box Spring Mfg.,manufacturing,IN,Indiana,1.29,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2388,Upholstering,manufacturing,IN,Indiana,0.88,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2402,Clothing Mfg. (N.O.C.),manufacturing,IN,Indiana,1.29,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2413,"Overall, Work Clothing Mfg.",manufacturing,IN,Indiana,1.33,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2416,Raincoat & Waterproof Clothing Mfg.,manufacturing,IN,Indiana,1.29,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2417,Millinery Mfg.,manufacturing,IN,Indiana,0.72,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2501,Clothing Manufacturing,manufacturing,IN,Indiana,1.57,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2503,"Clothing Manufacturing, Hand",manufacturing,IN,Indiana,0.59,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2570,Retail Laundry or Dry Cleaning,services,IN,Indiana,1.71,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2585,Apparel Manufacturing - Underwear/Nightwear,manufacturing,IN,Indiana,1.85,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2586,Apparel Manufacturing - Children's Wear,manufacturing,IN,Indiana,1.65,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2587,Apparel Manufacturing - Sportswear/Casual,manufacturing,IN,Indiana,1.56,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
2589,Apparel Manufacturing - Accessories,manufacturing,IN,Indiana,1.05,manual_rate,2023-01-01,Indiana Compensation Rating,False,True,False
